cik,company_name,slug,role,tra_id,counterparties,date_executed,date_terminated,status_flag,tax_asset_type,payment_pct,notes
1420701,C21 TM LLC,c21-tm-llc,beneficiary,,,,,,,,"C21 TM LLC is a Realogy-family co-registrant guarantor subsidiary (the Century 21 trademark holding LLC). It is not a PubCo, not a TRA beneficiary, not an acquirer in a TRA-bearing transaction, and not a financing arm to an Up-C parent."
1632127,"Cable One, Inc.",cable-one-inc,no_tra,,,,,,,,"I reviewed every filing in the firm directory (37 accessions spanning June 2015 through May 2026, comprising 8-Ks, 10-Ks, 10-Qs, registration-statement exhibits, indentures, and underwriting agreements) and searched the stripped plain text for ""tax receivable"", ""TRA"" (as a standalone token), ""Up-C"", ""Section 754"", and ""Tax Matters Agreement"" mentions. The only ""tax receivable"" reference appears in the spin-off Tax Matters Agreement (TMA) dated June 16, 2015, filed as Exhibit 10.2 to the Form 8-K with accession 0000950157-15-000588."
16058,CACI International Inc / DE,caci-international-inc-de,no_tra,,,,,,,,"CACI International Inc / DE is a Delaware C-corporation defense services contractor, public since the 1980s. The firm never executed an Up-C IPO, SPAC business combination, partnership-to-corporation restructuring, or any comparable transaction that would create a Tax Receivable Agreement."
1699136,"Cactus, Inc.",cactus-inc,pubco,TRA-2018-01-29,,2018-01-29,,in_force,section_754_step_up,,"Cactus, Inc. is the PubCo (TRA obligor). It went public via Up-C IPO that closed February 12, 2018, with Cactus, Inc. as the corporate taxpayer and managing member of Cactus Wellhead, LLC (later reorganized into Cactus Companies, LLC on February 27, 2023)."
837465,Callaway Golf Co / Topgolf Callaway Brands Corp,callaway-golf-co,never_executed,,,,,,,,"Callaway Golf Company (ticker ely, renamed to Topgolf Callaway Brands Corp. with ticker modg after the September 2021 ticker change) is not a party to any executed Tax Receivable Agreement. Across all 118 filings on disk (spanning 2001-09 through 2026-04), no executed TRA, no TRA amendment, no TRA termination instrument, and no TRA-related accounting disclosure appears."
16732,Campbell's Co,campbell-s-co,no_tra,,,,,,,,No TRA role. Campbell Soup Company is a consumer foods incumbent that has been publicly traded as a single-class C-corporation since the 1950s.
1669779,"Camping World Holdings, Inc.",camping-world-holdings-inc,pubco,TRA-2016-10-06,,2016-10-06,,economically_extinguished_in_force,section_754_step_up,85%,"Camping World Holdings, Inc. is the PubCo (TRA obligor). It went public on October 6, 2016 (IPO priced October 5, settled October 11, 2016) via an Up-C structure with CWGS Enterprises, LLC as the operating LLC."
1776738,"Cannabist Company Holdings Inc. (formerly Columbia Care Inc.), CIK 0001776738",cannabist-co-holdings-inc,no_tra,,,,,,,,"Cannabist Company Holdings Inc. (formerly Columbia Care Inc.) is not a party to any Tax Receivable Agreement. The firm is a cannabis multi-state operator incorporated under the Business Corporations Act (British Columbia); it did not go public via an Up-C structure, has no LLC-shareholder beneficiary group, and discloses no TRA liability on its balance sheet."
1704720,"Cannae Holdings, Inc.",cannae-holdings-inc,pubco,,,,,,,,"Cannae Holdings, Inc. is not a contractual party to any Tax Receivable Agreement in any of its 105 filings reviewed. The firm has no TRA obligations on its own balance sheet and no TRA beneficiary rights of its own."
1800682,"Cano Health, Inc.",cano-health-inc,pubco,TRA-2021-06-03,"Cano Health, Inc.",2021-06-03,,terminated_bankruptcy,section_754_step_up,0%,"# Cano Health, Inc. (CIK 0001800682) — TRA contract log ## TRA-2021-06-03 — Tax Receivable Agreement, dated June 3, 2021 Status: terminated_bankruptcy (Chapter 11 rejection, subordinated, discharged on emergence) Parties: Cano Health, Inc. (Corporate Taxpayer); Primary Care (ITC) Intermediate Holdings, LLC (OpCo); Jaws Sponsor LLC (Sponsor / Sponsor Party Representative); Primary Care (ITC) Holdings, LLC (Initial Seller); Panacea TRA Trust; Cano America, LLC; ITC Rumba LLC (InTandem); and other TRA Parties / Sponsor Parties from time to time."
1737927,Canopy Growth Corporation,canopy-growth-corp,acquirer,,,,,,,,"Canopy Growth Corporation (""Canopy Growth"") is a Canadian cannabis company that, in October 2022, became a contractual party to an amendment of the Acreage Holdings / High Street Capital Partners (""HSCP"") TRA. Canopy Growth's role is best characterized as a hybrid acquirer / parent obligor: - The underlying contract is the HSCP / Acreage tax receivable agreement, originated by High Street Capital Partners, LLC and Acreage Holdings, Inc. (with HSCP unitholders as beneficiaries)."
2079999,Cardinal Infrastructure Group Inc.,cardinal-infrastructure-group-inc,pubco,TRA-2025-12-09,,2025-12-09,,in_force,section_754_step_up,85%,"Cardinal Infrastructure Group Inc. is the PubCo (TRA obligor). It completed an Up-C IPO on December 11–12, 2025 and entered into a Tax Receivable Agreement with Cardinal Civil Contracting Holdings LLC (OpCo) and the Continuing Equity Holders at the IPO close."
2079999,Cardinal Infrastructure Group Inc.,cardinal-infrastructure-group-inc,pubco,TRA-2026-02-18-TBA-ALGC,,2026-02-18,,in_force,section_754_step_up,85%,"Cardinal Infrastructure Group Inc. is the PubCo (TRA obligor). It completed an Up-C IPO on December 11–12, 2025 and entered into a Tax Receivable Agreement with Cardinal Civil Contracting Holdings LLC (OpCo) and the Continuing Equity Holders at the IPO close."
1420294,"Career Development Center, LLC",career-development-center-llc,financing_arm,,,,,,,,"Career Development Center, LLC is a Delaware LLC subsidiary in the Realogy Holdings Corp. corporate group (mailing address 1 Campus Drive, Parsippany, NJ; same campus as Realogy's headquarters). The filings under this CIK are S-1, S-4, S-4/A, S-1/A, 424B3 prospectus supplements, and POS EX filings registering debt securities of Realogy / Domus Holdings, with Career Development Center, LLC listed as one of the co-registrant guarantor subsidiaries."
1527166,The Carlyle Group Inc.,carlyle-group-inc,pubco,TRA-2012-05-02,Carlyle Holdings I GP Inc.,2012-05-02,,in_force,section_754_step_up,85%,"Carlyle is the PubCo (TRA obligor). At its May 2012 IPO Carlyle was structured as an Up-C limited partnership (The Carlyle Group L.P.), and Carlyle Holdings I GP Inc. (the Corporate Taxpayer subsidiary) committed to pay 85% of cash tax savings realized from Section 754 basis step-ups generated by exchanges of Carlyle Holdings partnership units."
799088,"Carmike Cinemas, Inc.",carmike-cinemas-inc,no_tra,,,,,,,,"# Contract log — Carmike Cinemas, Inc. (CIK 0000799088) ## Role determination Carmike Cinemas was a publicly traded movie theater chain (NASDAQ: CKEC). On July 25, 2016 Carmike entered into a merger agreement with AMC Entertainment Holdings, which was amended and restated; the merger closed December 21, 2016 with Carmike becoming an indirect wholly owned subsidiary of AMC, and Carmike common stock was delisted and deregistered."
1420305,Cartus Corporation,cartus-corp,beneficiary,,,,,,,,"Cartus Corporation is the former Cendant Mobility Services Corporation, a named party to the Tax Receivable Agreement dated February 22, 2005 by and among Cendant Corporation, Cendant Mobility Services Corporation, and Wright Express Corporation. Cartus's role relative to the TRA is beneficiary (recipient side): Article III of the TRA obligates Wright Express (WEX) to pay 85% of certain tax savings to the Cendant side of the contract; Cartus is named alongside Cendant as a party on the recipient side."
1421023,Cartus Partner Corporation,cartus-partner-corp,unknown,,,,,,,,"Cartus Partner Corporation is a Delaware corporation that is a subsidiary guarantor of Realogy Corporation (the post-2006 spin-off of Cendant Corporation's real-estate services businesses). Across all 21 filings in this directory the firm appears solely as a co-registrant guarantor on Realogy's debt registration statements (S-4 2007/2008 for the Realogy senior-note offerings, S-1 / S-4 / 424B3 series for the 2011 Domus / Apollo refinancing)."
1690820,Carvana Co.,carvana-co,pubco,TRA-2017-04-27,,2017-04-27,,in_force,section_754_step_up,85%,"Carvana is the PubCo (TRA obligor). The firm went public on April 28, 2017 via an Up-C IPO, with Carvana Co. (Delaware corporation) sitting above Carvana Group, LLC."
1420321,contract_log.md,case-title-co,beneficiary,,,,,,,,"# contract_log.md CIK: 0001420321 Firm: Case Title CO (formerly Guardian Title CO, 2007-12-18 to 2012-05-02) Address of record: 1 Campus Drive, Parsippany NJ 07054 (Realogy headquarters) ## Role classification Case Title CO is not a contractual party to any Tax Receivable Agreement. It is a Realogy-family title services subsidiary that appears in SEC filings solely as a guarantor on debt registration statements (S-4, S-4/A) and on Realogy's S-1 / 424B3 / POS EX prospectus supplements."
1420700,CB TM LLC,cb-tm-llc,no_tra,,,,,,,,CB TM LLC is a Coldwell Banker trademark-holding subsidiary that appears on SEC EDGAR solely as a co-registrant guarantor on Realogy Corporation's December 2007 S-4 bond exchange offer (and the January 2008 S-4/A amendment). The firm has only two filings under its CIK: the S-4 filed 2007-12-18 (accession 0001193125-07-267402) and the S-4/A filed 2008-01-09 (accession 0001193125-08-003431).
1271834,CCO Holdings Capital Corp.,cco-holdings-capital-corp,financing_arm,,,,,,,,"# Contract log: CCO Holdings Capital Corp. (CIK 0001271834) ## Firm role: Financing arm CCO Holdings Capital Corp. (CIK 0001271834) is a Delaware co-issuer corporation paired with CCO Holdings, LLC (CIK 0001271833) under Commission File No. 333-112593-01 / 001-37789. It is wholly owned by CCO Holdings, LLC, which is in turn an indirect subsidiary of Charter Communications, Inc. (CIK 0001091667)."
1271833,"CCO Holdings, LLC",cco-holdings-llc,beneficiary,,,,,,,,"CCO Holdings, LLC is not a contracting party to any Tax Receivable Agreement. It is the indirect operating LLC inside the Charter Communications corporate stack and is a co-registrant on most parent-level SEC filings."
1420697,CDRE TM LLC,cdre-tm-llc,no_tra,,,,,,,,"CDRE TM LLC is a guarantor subsidiary of Realogy Corporation (parent CIK 0001355001). Its 25 SEC filings (December 2007 through September 2012) are S-4, S-4/A, S-1, S-1/A, POS EX, 424B3 prospectuses, and EFFECT notices, all co-filed with Realogy's debt registration statements rather than carrying independent operating disclosures."
1420309,Century 21 Real Estate LLC,century-21-real-estate-llc,beneficiary,,,,,,,,"Century 21 Real Estate LLC is a guarantor subsidiary of Realogy Corporation. Every filing in this directory is a Realogy-issuer registration statement, exchange-offer prospectus, or 424(b)(3) prospectus supplement on which Century 21 Real Estate LLC appears as a co-guarantor (alongside other Realogy operating subsidiaries)."
1576940,"Century Communities, Inc.",century-communities-inc,acquirer,,,,,,,,Role: Acquirer. Century Communities is a public homebuilder.
1728041,Contract log,cf-finance-acquisition-corp,never_executed,TRA-2020-08-02-form-of,,2020-08-02,,never_executed,section_754_step_up,,"CF Finance Acquisition Corp (CFAC), CIK 0001728041, was a Cantor Fitzgerald-sponsored blank-check SPAC that IPO'd in December 2018. On August 2, 2020 CFAC entered into a Transaction Agreement with Grosvenor Holdings, L.L.C. and affiliated GCM Grosvenor entities to combine via a reverse merger; the surviving public entity is GCM Grosvenor Inc."
1420310,CGRN Inc,cgrn-inc,beneficiary,,,,,,,,Role: Guarantor-subsidiary cross-registrant of a TRA beneficiary parent. CGRN Inc is not a contractual party to any Tax Receivable Agreement.
1444598,"Change Healthcare Holdings, Inc.",change-healthcare-holdings-inc,pubco,TRA-2009-08-17-Exchanges,,2009-08-17,,in_force,section_754_step_up,85%,"# Contract log: Change Healthcare Holdings, Inc. (CIK 0001444598) ## Firm role and identity This CIK was originally Emdeon Inc. (the entity that completed an Up-C IPO on August 11, 2009 and was acquired by The Blackstone Group via Beagle Parent Corp. in a November 2, 2011 going-private transaction). The entity was later renamed Change Healthcare Holdings, Inc. in early 2015."
1444598,"Change Healthcare Holdings, Inc.",change-healthcare-holdings-inc,pubco,TRA-2009-08-17-Management,,2009-08-17,,in_force,section_754_step_up,85%,"# Contract log: Change Healthcare Holdings, Inc. (CIK 0001444598) ## Firm role and identity This CIK was originally Emdeon Inc. (the entity that completed an Up-C IPO on August 11, 2009 and was acquired by The Blackstone Group via Beagle Parent Corp. in a November 2, 2011 going-private transaction). The entity was later renamed Change Healthcare Holdings, Inc. in early 2015."
1444598,"Change Healthcare Holdings, Inc.",change-healthcare-holdings-inc,pubco,TRA-2009-08-17-Reorganizations,,2009-08-17,,in_force,section_754_step_up,85%,"# Contract log: Change Healthcare Holdings, Inc. (CIK 0001444598) ## Firm role and identity This CIK was originally Emdeon Inc. (the entity that completed an Up-C IPO on August 11, 2009 and was acquired by The Blackstone Group via Beagle Parent Corp. in a November 2, 2011 going-private transaction). The entity was later renamed Change Healthcare Holdings, Inc. in early 2015."
1756497,Change Healthcare Inc.,change-healthcare-inc,pubco,TRA-2009-08-17-Management,,2009-08-17,,terminated_merger,section_754_step_up,85%,"Change Healthcare Inc. is the PubCo / TRA obligor. Up-C-adjacent structure: the firm was formed in 2018 to hold the equity interest in Change Healthcare LLC (a joint venture between Change Healthcare Holdings, formerly Emdeon Inc., and McKesson Corporation)."
1756497,Change Healthcare Inc.,change-healthcare-inc,pubco,TRA-2011-11-02-Exchanges,,2011-11-02,,terminated_merger,section_754_step_up,85%,"Change Healthcare Inc. is the PubCo / TRA obligor. Up-C-adjacent structure: the firm was formed in 2018 to hold the equity interest in Change Healthcare LLC (a joint venture between Change Healthcare Holdings, formerly Emdeon Inc., and McKesson Corporation)."
1756497,Change Healthcare Inc.,change-healthcare-inc,pubco,TRA-2011-11-02-Reorganizations,,2011-11-02,,terminated_merger,section_754_step_up,85%,"Change Healthcare Inc. is the PubCo / TRA obligor. Up-C-adjacent structure: the firm was formed in 2018 to hold the equity interest in Change Healthcare LLC (a joint venture between Change Healthcare Holdings, formerly Emdeon Inc., and McKesson Corporation)."
1756497,Change Healthcare Inc.,change-healthcare-inc,pubco,TRA-2017-02-28-Change-Healthcare-IPO,,2017-02-28,,terminated_merger,section_754_step_up,85%,"Change Healthcare Inc. is the PubCo / TRA obligor. Up-C-adjacent structure: the firm was formed in 2018 to hold the equity interest in Change Healthcare LLC (a joint venture between Change Healthcare Holdings, formerly Emdeon Inc., and McKesson Corporation)."
1756497,Change Healthcare Inc.,change-healthcare-inc,pubco,TRA-2017-03-01-McKesson,,2017-03-01,,terminated_merger,section_754_step_up,85%,"Change Healthcare Inc. is the PubCo / TRA obligor. Up-C-adjacent structure: the firm was formed in 2018 to hold the equity interest in Change Healthcare LLC (a joint venture between Change Healthcare Holdings, formerly Emdeon Inc., and McKesson Corporation)."
1527349,Chart Acquisition Corp,chart-acquisition-corp,never_executed,,,,,,,,Role: not a TRA party. No TRA was ever executed.
1091667,"Charter Communications, Inc.",charter-communications-inc-mo,pubco,TRA-2016-05-18,,2016-05-18,,in_force,section_754_step_up,50%,"Charter Communications, Inc. is the PubCo (TRA obligor) for two contracts and a beneficiary for a third prospective contract: - TRA #1 (in force): Charter is the obligor; Advance/Newhouse Partnership (""A/N"") is the beneficiary. Origin May 18, 2016, at the closing of the Time Warner Cable / Bright House Networks transactions. - TRA #2 (form-of, not yet executed): Charter is the obligor; A/N and Cox Enterprises are the beneficiary group."
1091667,"Charter Communications, Inc.",charter-communications-inc-mo,pubco,TRA-2025-05-16-cox-form,,2025-05-16,,in_force,section_754_step_up,50%,"Charter Communications, Inc. is the PubCo (TRA obligor) for two contracts and a beneficiary for a third prospective contract: - TRA #1 (in force): Charter is the obligor; Advance/Newhouse Partnership (""A/N"") is the beneficiary. Origin May 18, 2016, at the closing of the Time Warner Cable / Bright House Networks transactions. - TRA #2 (form-of, not yet executed): Charter is the obligor; A/N and Cox Enterprises are the beneficiary group."
1091667,"Charter Communications, Inc.",charter-communications-inc-mo,pubco,TRA-prospective-gci-divestiture,,2016-05-18,,in_force,section_754_step_up,50%,"Charter Communications, Inc. is the PubCo (TRA obligor) for two contracts and a beneficiary for a third prospective contract: - TRA #1 (in force): Charter is the obligor; Advance/Newhouse Partnership (""A/N"") is the beneficiary. Origin May 18, 2016, at the closing of the Time Warner Cable / Bright House Networks transactions. - TRA #2 (form-of, not yet executed): Charter is the obligor; A/N and Cox Enterprises are the beneficiary group."
1766502,"Chewy, Inc.",chewy-inc,no_tra,,,,,,,,"# Chewy, Inc. (CIK 0001766502) - TRA contract log ## Role determination Role: No TRA role. Chewy is not a TRA obligor, beneficiary, acquirer, financing arm, or never-executed contemplator."
1679063,"Chicken Soup for the Soul Entertainment, Inc.",chicken-soup-for-the-soul-entertainment-inc,pubco,TRA-2021-10-22,,2021-10-22,,terminated,,,"# Contract log: Chicken Soup for the Soul Entertainment, Inc. (CIK 0001679063) ## Firm TRA role CSSE is the Acquirer of Redbox Entertainment, Inc. (CIK 0001820201). Redbox went public via SPAC business combination with Seaport Global Acquisition Corp. on October 22, 2021, and at that closing entered into a Tax Receivable Agreement among Redbox (as PubCo), Redwood Holdco, LP (as LLC member / TRA Holder), and Redwood Intermediate, LLC (as Opco)."
313927,"Church & Dwight Co., Inc.",church-dwight-co-inc-de,beneficiary,,,,,,,,"Church & Dwight is a long-established, non-Up-C consumer products company (Arm & Hammer, OxiClean, Trojan, etc.). It is incorporated in Delaware and pays corporate tax on its consolidated earnings; there is no LLC-shareholder beneficiary structure giving rise to a tax receivable agreement."
1744895,Churchill Capital Corp,churchill-capital-corp,pubco,TRA-2019-05-13,,2019-05-13,,in_force,,85%,"Churchill Capital Corp was a special-purpose acquisition company (SPAC) that completed its IPO on September 10, 2018 (424B4 accession 0001571049-18-000477) and entered into a definitive Agreement and Plan of Merger on January 14, 2019 with Clarivate Analytics PLC and Camelot Holdings (Jersey) Limited. The mergers closed on May 13, 2019."
1705843,"Cibus, Inc.",cibus-inc,pubco,TRA-2023-05-31,"Cibus, Inc.",2023-05-31,,in_force,section_754_step_up,,"PubCo (TRA obligor). Cibus, Inc. is the post-merger Up-C public parent that committed to pay TRA Parties under the May 31, 2023 Tax Receivable Agreement entered into at closing of the Calyxt/Cibus business combination."
1385280,"Cinemark Holdings, Inc.",cinemark-holdings-inc,beneficiary,,,,,,,,"Cinemark Holdings is a beneficiary of a TRA, not an obligor. The relevant TRA is the Tax Receivable Agreement dated as of February 13, 2007, by and among National CineMedia, LLC (""NCM LLC""), National CineMedia, Inc. (""NCM Inc."", a/k/a NCMI), Regal Cinemas (a Founding Member), American Multi-Cinema, Inc. (AMC, a Founding Member), and Cinemark USA, Inc. (Cinemark Holdings's wholly-owned operating subsidiary, a Founding Member)."
885975,"Cinemark USA, Inc. /TX",cinemark-usa-inc-tx,beneficiary,,,,,,,,"Cinemark USA, Inc. is the beneficiary side of a Tax Receivable Agreement (TRA) between National CineMedia, Inc. (NCMI, the PubCo, CIK 0001377630) and its founding theater members. Cinemark USA is not a party to the TRA in its capacity as TRA obligor; it received TRA payments because it (through Cinemark Holdings) was a founding LLC member of National CineMedia, LLC (NCM, the operating partnership) following NCMI's February 2007 Up-C IPO."
1793229,Claritev Corp (formerly MultiPlan Corporation),claritev-corp,no_tra,,,,,,,,"Role: none (no TRA). The October 8, 2020 SPAC business combination between Churchill Capital Corp III and MultiPlan was a traditional reverse-merger transaction structured as an acquisition of MultiPlan, Inc. (a C-corp), not an Up-C umbrella partnership structure."
1764046,Clarivate plc,clarivate-plc,pubco,TRA-2019-05-10,- Obligor: Clarivate Analytics plc (Jersey-incorporated foreign private issuer at origination; reincorporated subsequently as Clarivate plc).,2019-05-10,,terminated,pre_ipo_nol,,"Clarivate plc is the PubCo (TRA obligor) under a single Tax Receivable Agreement originated on May 10, 2019 at the close of the Camelot Holdings / Churchill Capital Corp business combination. The TRA was paid off in full via a negotiated termination payment on November 7, 2019, less than six months after origination."
1856314,"Clear Secure, Inc.",clear-secure-inc,pubco,TRA-2021-06-29,,2021-06-29,,in_force,section_754_step_up,85%,"Role: PubCo (TRA obligor). Clear Secure went public via Up-C IPO on July 2, 2021 (pricing June 29, 2021)."
1866368,"Clearwater Analytics Holdings, Inc.",clearwater-analytics-holdings-inc,pubco,TRA-2021-09-28,,2021-09-28,,terminated,section_754_step_up,85%,"# Contract log: Clearwater Analytics Holdings, Inc. (CIK 0001866368) ## Firm TRA role - Role: PubCo (TRA obligor). - Origination event: Up-C IPO consummated September 28, 2021, with pre-IPO sponsor holders Welsh, Carson, Anderson & Stowe (Welsh Carson), Warburg Pincus, and Permira retaining LLC interests in CWAN Holdings, LLC (OpCo). - TRA inventory: One TRA, originated September 28, 2021, amended once on November 4, 2024 (Amendment No. 1, the operative effect of which is termination via $72.5 million settlement payments)."
1496425,Cloud Peak Energy Finance Corp,cloud-peak-energy-finance-corp,financing_arm,,,,,,,,"Cloud Peak Energy Finance Corp is a financing arm / co-issuer, not a TRA party. It is a wholly owned subsidiary of Cloud Peak Energy Resources LLC (the operating LLC) and co-issuer of the 8.250% Senior Notes due 2017 and 8.500% Senior Notes due 2019 (and the 6.375% Senior Notes due 2024 issued in 2014)."
1441849,Cloud Peak Energy Inc.,cloud-peak-energy-inc,pubco,TRA-2009-11-19,,2009-11-19,2014-08-19,terminated,section_754_step_up,85%,PubCo (TRA obligor). Cloud Peak Energy Inc. (CPE) was spun off from Rio Tinto in November 2009 through an Up-C IPO.
1493144,Cloud Peak Energy Resources LLC,cloud-peak-energy-resources-llc,pubco,,,,,,,,"Cloud Peak Energy Resources LLC (CPE Resources) is the operating LLC subsidiary of Cloud Peak Energy Inc. (CPE Inc., NYSE: CLD, CIK 0001441849). The TRA is between CPE Inc. (PubCo / obligor) and Rio Tinto Energy America Inc. (RTEA, the pre-IPO holder)."
1420495,Coldwell Banker Commercial Pacific Properties LLC,coldwell-banker-commercial-pacific-properties-llc,no_tra,,,,,,,,# Contract log — Coldwell Banker Commercial Pacific Properties LLC (CIK 0001420495) ## Firm role classification Role: Guarantor subsidiary of an indenture filer (financing-arm sub-pattern). Coldwell Banker Commercial Pacific Properties LLC is a Hawaii LLC subsidiary of Realogy Corporation.
1420311,Contract log,coldwell-banker-llc,financing_arm,,,,,,,,"Firm: Coldwell Banker LLC (CIK 0001420311) Role: Financing arm / guarantor subsidiary. Coldwell Banker LLC is a brand subsidiary of Realogy Group LLC, which itself sits below Domus Holdings Corp."
1420954,Coldwell Banker Pacific Properties LLC,coldwell-banker-pacific-properties-llc,financing_arm,,,,,,,,"Coldwell Banker Pacific Properties LLC is a downstream operating subsidiary of Realogy Corporation, named as a co-registrant guarantor on Realogy's exchange-offer registration statements (S-4 and S-4/A for the 10.50% Senior Notes, 11.00%/11.75% Senior Toggle Notes, and 12.375% Senior Subordinated Notes) and on the 2011/2012 holding-company S-1 series (Realogy Holdings / Domus Holdings). The firm is not a contractual party to any Tax Receivable Agreement; it appears in these filings only because it is a guarantor co-registrant on Realogy debt."
1420274,Coldwell Banker Real Estate LLC,coldwell-banker-real-estate-llc,pubco,,,,,,,,"Coldwell Banker Real Estate LLC is a guarantor subsidiary of Realogy Corporation (later Realogy Holdings Corp), the parent that emerged from Apollo's April 2007 take-private of Cendant Corporation's Realty Services Group. The filings under this CIK are exclusively Realogy-family registration statements (S-4, S-4/A, S-1, S-1/A) and prospectuses (424B3) for Realogy's senior secured and unsecured notes, in which Coldwell Banker appears as a co-registrant guarantor."
1420735,"Coldwell Banker Real Estate Services, Inc.",coldwell-banker-real-estate-services-inc,no_tra,,,,,,,,"Role: financing-arm / debt-guarantor subsidiary (not a TRA party). Coldwell Banker Real Estate Services, Inc. is one of the many Realogy Corporation operating subsidiaries that filed a single co-registrant S-4 (and its S-4/A amendment) to register exchange notes following the April 10, 2007 Apollo-led leveraged buyout of Realogy."
1420312,Coldwell Banker Real Estate Services LLC,coldwell-banker-real-estate-services-llc,no_tra,,,,,,,,# Contract log: Coldwell Banker Real Estate Services LLC (CIK 0001420312) ## Role determination Role: Guarantor subsidiary (not a TRA party). Coldwell Banker Real Estate Services LLC is a guarantor subsidiary in the Realogy corporate debt structure.
1420275,Coldwell Banker Residential Brokerage Company,coldwell-banker-residential-brokerage-co,beneficiary,,,,,,,,Coldwell Banker Residential Brokerage Company is a Realogy-family guarantor subsidiary. It is not a party to any Tax Receivable Agreement.
1420276,Coldwell Banker Residential Real Estate LLC,coldwell-banker-residential-real-estate-llc,no_tra,,,,,,,,Role: Financing/guarantor arm (no contract files expected). Coldwell Banker Residential Real Estate LLC is a Realogy-family operating subsidiary that appears in the firm directory because it is a co-registrant guarantor on Realogy Corporation's debt offerings.
1420771,"Coldwell Banker Residential Real Estate Services of Wisconsin, Inc.",coldwell-banker-residential-real-estate-services-of-wisconsin-inc,no_tra,,,,,,,,"This entity is a guarantor subsidiary in the Realogy Corporation family of co-registrants, registered to the SEC as a co-issuer / subsidiary guarantor on the parent Realogy exchange-offer S-4 filings of 2007 and 2008. Its filing history under its own CIK consists of two documents: the S-4 dated 2007-12-18 (accession 0001193125-07-267402) and the S-4/A dated 2008-01-09 (accession 0001193125-08-003431), plus the SEC-generated EFFECT filing dated 2008-01-09 (no document body)."
1420683,"Coldwell Banker Residential Referral Network, Inc.",coldwell-banker-residential-referral-network-inc,no_tra,,,,,,,,"Coldwell Banker Residential Referral Network, Inc. is a Realogy-family guarantor subsidiary. It appears on EDGAR exclusively as a co-registrant guarantor on Realogy Corporation's (later Realogy Group LLC's) S-4 exchange offer registration statements and the associated S-1 / 424B3 / POS EX market-making prospectus chain."
1420277,Coldwell Banker Residential Referral Network,coldwell-banker-residential-referral-network,beneficiary,,,,,,,,"Role: Beneficiary side, via parent-of-record. Coldwell Banker Residential Referral Network is a guarantor subsidiary of Realogy Corporation that appears as a co-registrant on Realogy's debt registration statements (S-4, S-1, post-effective amendments, prospectus supplements)."
1420335,Colorado Commercial LLC,colorado-commercial-llc,beneficiary,,,,,,,,"# Contract log — Colorado Commercial LLC (CIK 0001420335) ## Firm role: Realogy guarantor subsidiary, not a TRA party Colorado Commercial LLC is one of many operating-subsidiary co-registrant guarantors that appear on Realogy Corporation's S-4 exchange-offer registrations and on Domus Holdings Corp. / Realogy IPO-era S-1 and 424B3 filings. The CIK 0001420335 filings in this directory are all parent-level Realogy or Domus Holdings prospectuses and registration statements that list Colorado Commercial LLC alongside dozens of other guarantor subsidiaries on the registrant signature pages."
1166691,contract_log.md - Comcast Corporation,comcast-corp,acquirer,,,,,,,,# contract_log.md - Comcast Corporation (CIK 0001166691) ## Outcome No Tax Receivable Agreement contract documents were identified within this firm's filings. Comcast Corporation is not itself a TRA-bearing entity; it is the acquirer that extinguished a TRA originating at an acquired target.
1345126,Compass Diversified Holdings,compass-diversified-holdings,no_tra,,,,,,,,"Compass Diversified Holdings (""CODI"") is a publicly traded Delaware statutory trust that holds beneficial interests in Compass Group Diversified Holdings LLC, the operating company. The trust is treated as a publicly traded partnership for U.S. federal income tax purposes and makes a Section 754 election that adjusts the inside basis of partnership assets when shares trade."
1345122,Compass Group Diversified Holdings LLC,compass-group-diversified-holdings-llc,no_tra,,,,,,,,"Role: not a TRA-party firm. Compass Group Diversified Holdings LLC is the operating-LLC subsidiary of Compass Diversified Holdings (CIK 0001345126), a Delaware statutory trust structured as a publicly-traded partnership (PTP), not as an Up-C corporation."
23194,"Comstock Resources, Inc.",comstock-resources-inc,pubco,,,,,,,,"Comstock Resources is an independent oil and gas exploration and production company (Haynesville / Bossier shale focus). Across 124 filings spanning 2001-2024 (forms include S-4, S-4/A, 10-K, 10-K/A, 10-Q, 10-Q/A, 8-K, 8-K/A, DEF 14A, PRE 14A, 424B2, 424B3, 424B5), there is zero evidence that Comstock is a party to any Tax Receivable Agreement, in any role: - Not a PubCo / TRA obligor."
23217,"ConAgra Brands, Inc.",conagra-brands-inc,no_tra,,,,,,,,"# ConAgra Brands, Inc. (CIK 0000023217) — TRA contract log ## Role classification ConAgra Brands is a traditional C-corporation (consumer foods conglomerate, NYSE: CAG). It did not undergo an Up-C IPO, SPAC business combination, or other transaction that produced a classical Tax Receivable Agreement."
1851959,Concord Acquisition Corp II,concord-acquisition-corp-ii,pubco,TRA-2024-08-26,,2024-08-26,,never_executed,pre_ipo_nol,85%,"Concord Acquisition Corp II is a SPAC (blank-check company) that IPO'd on Sept 3, 2021 (25,000,000 units at $10.00). On August 26, 2024, it signed an Agreement and Plan of Merger with Events.com, Inc. and a wholly-owned Merger Sub."
