cik,accession,filename,classification,classifier_version,signals_matched,needs_a1_review,escalation_reason,reviewer_verdict,reviewer_rationale
0001410637,0000950136-07-007117,file6.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001410637,0000950136-08-003066,file3.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001411494,0000950142-20-001846,eh2000979_ex1001.htm,uncertain,2,phrase,,,,
0001411494,0001193125-08-174812,dex1012.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001411494,0001193125-08-174812,dex102.htm,uncertain,2,phrase,,,no,"Centered title 'AMENDED AND RESTATED LIMITED PARTNERSHIP AGREEMENT OF APOLLO PRINCIPAL HOLDINGS I, L.P.'; not a TRA."
0001411494,0001193125-08-174812,dex103.htm,uncertain,2,phrase,,,,
0001411494,0001193125-08-174812,dex104.htm,uncertain,2,phrase,,,,
0001411494,0001193125-08-174812,dex105.htm,uncertain,2,phrase,,,no,"Centered title 'AMENDED AND RESTATED EXEMPTED LIMITED PARTNERSHIP AGREEMENT OF APOLLO PRINCIPAL HOLDINGS IV, L.P.'; not a TRA."
0001411494,0001193125-08-174812,dex109.htm,uncertain,2,phrase,,,,
0001411494,0001193125-09-239721,dex1023.htm,uncertain,2,phrase,,,,
0001411494,0001193125-09-239721,dex1024.htm,uncertain,2,phrase,,,,
0001411494,0001193125-09-239721,dex1025.htm,uncertain,2,phrase,,,,
0001411494,0001193125-09-239721,dex104.htm,uncertain,2,phrase,,,,
0001411494,0001193125-10-225955,dex102.htm,uncertain,2,phrase,,,,
0001411494,0001193125-10-225955,dex1020.htm,uncertain,2,phrase,,,,
0001411494,0001193125-10-225955,dex1021.htm,uncertain,2,phrase,,,,
0001411494,0001193125-10-225955,dex1022.htm,uncertain,2,phrase,,,no,"Centered title 'SECOND AMENDED AND RESTATED EXEMPTED LIMITED PARTNERSHIP AGREEMENT OF APOLLO PRINCIPAL HOLDINGS VII, L.P.'; not a TRA."
0001411494,0001193125-10-225955,dex1023.htm,uncertain,2,phrase,,,no,"Centered title is 'SECOND AMENDED AND RESTATED EXEMPTED LIMITED PARTNERSHIP AGREEMENT OF APOLLO PRINCIPAL HOLDINGS VIII, L.P.'; partnership agreement, not a TRA."
0001411494,0001193125-10-225955,dex1024.htm,uncertain,2,phrase,,,,
0001411494,0001193125-10-225955,dex1025.htm,uncertain,2,phrase,,,,
0001411494,0001193125-10-225955,dex103.htm,uncertain,2,phrase,,,,
0001411494,0001193125-10-225955,dex1036.htm,uncertain,2,phrase|defined_term_tax_benefit_schedule,,,,
0001411494,0001193125-10-225955,dex104.htm,uncertain,2,phrase,,,,
0001411494,0001193125-10-225955,dex105.htm,uncertain,2,phrase,,,,
0001411494,0001193125-11-071959,dex1030.htm,uncertain,2,phrase,,,,
0001411494,0001193125-12-470963,d410610dex1046.htm,uncertain,2,phrase,,,no,"Centered title 'AMENDED AND RESTATED EXEMPTED LIMITED PARTNERSHIP AGREEMENT OF AMH HOLDINGS, L.P.'; partnership agreement, not a TRA."
0001411494,0001193125-13-204748,d532543dex101.htm,uncertain,2,phrase,,,,
0001411494,0001193125-13-204748,d532543dex102.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001411494,0001411494-14-000012,ex1050amh2013creditagreeme.htm,uncertain,2,phrase|defined_term_tax_asset,,,,
0001411494,0001411494-14-000021,exhibit1011q114.htm,uncertain,2,phrase,,,,
0001411494,0001411494-15-000013,exhibit1019-apolloprincipa.htm,uncertain,2,phrase,,,no,Apollo Principal Holdings limited partnership / indemnification-type agreement; no 'Receivable Agreement' text and no TRA defined terms.
0001411494,0001411494-15-000019,a1038secondarlpa-amhholdin.htm,uncertain,2,phrase,,,,
0001411494,0001411494-16-000038,exhibit1020q116.htm,uncertain,2,phrase,,,,
0001411494,0001411494-16-000038,exhibit109q116.htm,uncertain,2,phrase,,,,
0001411494,0001411494-16-000043,exhibit10102q16.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001411494,0001411494-17-000020,exhibit1014q117.htm,uncertain,2,phrase,,,no,"Centered title 'AMENDED AND RESTATED LIMITED PARTNERSHIP AGREEMENT' of Apollo Principal Holdings; partnership mechanics, not a TRA."
0001411494,0001411494-17-000020,exhibit1015q117.htm,uncertain,2,phrase,,,,
0001411494,0001411494-17-000020,exhibit1016q117.htm,uncertain,2,phrase,,,no,"Centered title 'THIRD AMENDED AND RESTATED EXEMPTED LIMITED PARTNERSHIP AGREEMENT'; partnership mechanics, not a TRA."
0001411494,0001411494-17-000020,exhibit1017q117.htm,uncertain,2,phrase,,,,
0001411494,0001411494-17-000020,exhibit1018q117.htm,uncertain,2,phrase,,,no,"Centered title 'THIRD AMENDED AND RESTATED EXEMPTED LIMITED PARTNERSHIP AGREEMENT'; Up-C operating-entity partnership agreement, not a TRA."
0001411494,0001411494-17-000020,exhibit1019q117.htm,uncertain,2,phrase,,,,
0001411494,0001411494-17-000020,exhibit1020q117.htm,uncertain,2,phrase,,,,
0001411494,0001411494-17-000020,exhibit1021q117.htm,uncertain,2,phrase,,,,
0001411494,0001411494-17-000020,exhibit102q117.htm,uncertain,2,phrase,,,,
0001411494,0001411494-17-000020,exhibit1038q117.htm,uncertain,2,phrase,,,no,"Centered title 'THIRD AMENDED AND RESTATED EXEMPTED LIMITED PARTNERSHIP AGREEMENT'; partnership mechanics, TRA only incidental cross-reference."
0001411494,0001411494-17-000020,exhibit103q117.htm,uncertain,2,phrase,,,,
0001411494,0001411494-17-000020,exhibit104q117.htm,uncertain,2,phrase,,,no,"Centered title is 'Fourth Amended and Restated Exempted Limited Partnership Agreement of Apollo Principal Holdings III'; partnership agreement, not a TRA."
0001411494,0001411494-17-000020,exhibit105q117.htm,uncertain,2,phrase,,,,
0001411494,0001411494-17-000020,exhibit109q117.htm,uncertain,2,phrase,,,,
0001411494,0001411494-18-000035,exhibit1014.htm,uncertain,2,phrase,,,no,"Centered title 'AMENDMENT NO. 2 TO CREDIT AGREEMENT'; credit-agreement amendment, not a TRA."
0001411494,0001411494-18-000035,exhibit1015.htm,uncertain,2,phrase,,,no,"Centered title 'FIFTH AMENDED AND RESTATED EXEMPTED LIMITED PARTNERSHIP AGREEMENT' of Apollo Principal Holdings VI, L.P.; a partnership agreement, not a TRA."
0001411494,0001411494-18-000035,exhibit1016.htm,uncertain,2,phrase,,,,
0001411494,0001411494-18-000035,exhibit1017.htm,uncertain,2,phrase,,,,
0001411494,0001411494-18-000035,exhibit1018.htm,uncertain,2,phrase,,,no,"Centered title 'FOURTH AMENDED AND RESTATED EXEMPTED LIMITED PARTNERSHIP AGREEMENT'; partnership-governance contract, TRA only in passing."
0001411494,0001411494-18-000035,exhibit1019.htm,uncertain,2,phrase,,,no,Indemnification agreement; passing reference to TRA among related transaction docs; not itself a TRA.
0001411494,0001411494-18-000035,exhibit102.htm,uncertain,2,phrase,,,,
0001411494,0001411494-18-000035,exhibit1020.htm,uncertain,2,phrase,,,,
0001411494,0001411494-18-000035,exhibit1021.htm,uncertain,2,phrase,,,,
0001411494,0001411494-18-000035,exhibit103.htm,uncertain,2,phrase,,,,
0001411494,0001411494-18-000035,exhibit1039.htm,uncertain,2,phrase,,,no,Document is a 'Fourth Amended and Restated Exempted Limited Partnership Agreement' that mentions the TRA only twice as a referenced definition; no TRA defined terms.
0001411494,0001411494-18-000035,exhibit104.htm,uncertain,2,phrase,,,,
0001411494,0001411494-18-000035,exhibit1049.htm,uncertain,2,phrase|defined_term_tax_asset,,,,
0001411494,0001411494-18-000035,exhibit105.htm,uncertain,2,phrase,,,,
0001411494,0001411494-19-000016,exhibit1044q418.htm,uncertain,2,phrase,,,,
0001411494,0001411494-20-000034,exhibit103q220.htm,uncertain,2,phrase,,,,
0001411494,0001411494-20-000034,exhibit104q220.htm,uncertain,2,phrase,,,,
0001411494,0001411494-20-000034,exhibit105q220.htm,uncertain,2,phrase,,,,
0001411494,0001411494-21-000012,exhibit1098q42020.htm,uncertain,2,phrase|defined_term_tax_asset,,,,
0001411494,0001411494-21-000023,exhibit103.htm,uncertain,2,phrase,,,,
0001411494,0001411494-22-000014,exhibit1051.htm,uncertain,2,phrase,,,,
0001411494,0001411494-22-000014,exhibit1054.htm,uncertain,2,phrase,,,,
0001411494,0001411494-22-000014,exhibit1088.htm,uncertain,2,phrase|defined_term_tax_asset,,,,
0001411494,0001411494-22-000022,exhibit1010q12022aam-new.htm,yes,2,centered_title|phrase|defined_term_early_termination_payment,,,,
0001411646,0000893220-08-000061,w45617a3exv10w3.htm,uncertain,2,phrase,,,,
0001411646,0000893220-08-000061,w45617a3exv10w9.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001412232,0001193125-14-343639,d743251dex1055.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment,,,,
0001412232,0001193125-14-365676,d800923dex103.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment,,,,
0001412232,0001193125-17-160891,d360368dex102.htm,uncertain,2,phrase|defined_term_early_termination_payment,,,,
0001412232,0001193125-17-160892,d360368dex102.htm,uncertain,2,phrase|defined_term_early_termination_payment,,,,
0001412232,0001412232-15-000030,a2015-09x28form8xkcex101.htm,no,2,,,,,
0001412232,0001412232-17-000008,a2016q4form10-kex108.htm,no,2,,,,,
0001419178,0000950103-09-002140,dp14551_ex1004.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001419178,0000950103-10-001534,dp17739_ex1001.htm,uncertain,2,phrase,,,,
0001419178,0000950103-13-001115,dp36269_ex1001.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001419178,0000950103-13-001116,dp36269_ex1001.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001419178,0000950123-09-041793,y77426a7exv10w1.htm,uncertain,2,phrase,,,,
0001419178,0000950123-09-041793,y77426a7exv10w3.htm,uncertain,2,phrase,,,,
0001420750,0001193125-07-267402,dex103.htm,uncertain,2,phrase|defined_term_tax_asset,,,,
0001423902,0001423902-25-000063,wes2025q28-kxex102.htm,yes,2,centered_title|phrase|defined_term_early_termination_payment,,,,
0001433642,0001433642-16-000021,filename4.htm,uncertain,2,phrase,,,,
0001433642,0001433642-16-000021,filename5.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001433642,0001433642-16-000021,filename6.htm,uncertain,2,phrase,,,no,Centered title is 'FORM OF EXCHANGE AGREEMENT' with Article II titled 'EXCHANGES'; TRA named only in cross-references.
0001433642,0001433642-17-000002,filename3.htm,uncertain,2,phrase,,,no,Centered title is 'EXCHANGE AGREEMENT' with no occurrences of 'TAX RECEIVABLE AGREEMENT' or TRA defined terms in the body.
0001433642,0001433642-17-000008,hlexhibit101.htm,uncertain,2,phrase,,,,
0001433642,0001433642-17-000008,hlexhibit102.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001433642,0001433642-17-000008,hlexhibit103.htm,uncertain,2,phrase,,,,
0001433642,0001433642-17-000016,hlexhibit101.htm,uncertain,2,phrase,,,,
0001433642,0001433642-17-000016,hlexhibit102.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001433642,0001433642-17-000016,hlexhibit103.htm,uncertain,2,phrase,,,,
0001433642,0001433642-17-000020,hlexhibit101.htm,uncertain,2,phrase,,,,
0001433642,0001433642-17-000035,hlexhibit101.htm,uncertain,2,phrase,,,,
0001433642,0001433642-17-000035,hlexhibit102.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001433642,0001433642-17-000035,hlexhibit103.htm,uncertain,2,phrase,,,,
0001433642,0001433642-18-000011,hlnes-1ex1022018.htm,uncertain,2,phrase,,,,
0001433642,0001433642-18-000038,exhibit10310k2018.htm,uncertain,2,phrase,,,no,"Centered title 'AMENDMENT No. 2 TO THE FOURTH AMENDED AND RESTATED LIMITED LIABILITY COMPANY AGREEMENT OF HAMILTON LANE ADVISORS, L.L.C.'; TRA named only as a parenthetical reference."
0001433642,0001433642-21-000005,amendmentno1tothetaxreceiv.htm,yes,2,centered_title|phrase|defined_term_early_termination_payment,,,,
0001433642,0001433642-23-000051,amendmentno3tohlallcagreem.htm,uncertain,2,phrase,,,no,"Centered title 'AMENDMENT No. 3 TO THE FOURTH AMENDED AND RESTATED LIMITED LIABILITY COMPANY AGREEMENT OF HAMILTON LANE ADVISORS, L.L.C.'; LLC amendment, TRA referenced only in passing."
0001433642,0001433642-24-000110,ex101-hamiltonlanexnotepur.htm,no,2,,,,,
0001434804,0001047469-10-007630,a2199507zex-10_33.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001434804,0001047469-10-007630,a2199507zex-10_34.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001434804,0001047469-10-007630,a2199507zex-10_47.htm,uncertain,2,phrase,,,,
0001434804,0001047469-10-008574,a2200305zex-10_33.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001434804,0001047469-10-008574,a2200305zex-10_34.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001437107,0001193125-21-167834,d68084dex107.htm,yes,2,centered_title|phrase|defined_term_early_termination_payment,,,,
0001439288,0001104659-21-025773,tm216920d2_ex10-1.htm,uncertain,2,phrase,,,,
0001441849,0001047469-09-009188,a2194979zex-10_25.htm,uncertain,2,phrase,,,,
0001441849,0001047469-09-009188,a2194979zex-10_26.htm,uncertain,2,phrase,,,no,Centered title is 'ACQUISITION AGREEMENT' between Cloud Peak Energy and Rio Tinto Energy America; the TRA is named only as one of the Transaction Documents to be entered into concurrently.
0001441849,0001047469-09-009188,a2194979zex-10_31.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001441849,0001047469-09-009409,a2195113zex-10_21.htm,uncertain,2,phrase,,,,
0001441849,0001047469-09-010170,a2195519zex-10_21.htm,uncertain,2,phrase,,,,
0001441849,0001047469-09-010170,a2195519zex-10_25.htm,uncertain,2,phrase,,,,
0001441849,0001047469-09-010170,a2195519zex-10_31.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001441849,0001047469-09-010170,a2195519zex-10_41.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001441849,0001104659-09-067108,a09-34217_1ex10d1.htm,uncertain,2,phrase,,,,
0001441849,0001104659-09-067108,a09-34217_1ex10d11.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001441849,0001104659-09-067108,a09-34217_1ex10d5.htm,uncertain,2,phrase,,,,
0001441849,0001104659-09-067108,a09-34217_1ex10d6.htm,uncertain,2,phrase,,,no,Centered title 'ACQUISITION AGREEMENT' (Cloud Peak Energy and RTEA); TRA only named as one of several Transaction Documents.
0001441849,0001104659-09-068212,a09-34573_1ex10d1.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,no,"Centered title 'CREDIT AGREEMENT' dated November 25, 2009 (Cloud Peak Energy Resources LLC and lenders); not a TRA."
0001441849,0001104659-11-033353,a11-13357_1ex10d1.htm,uncertain,2,phrase,,,,
0001441849,0001104659-11-033623,a11-13357_1ex10d1.htm,uncertain,2,phrase,,,no,Centered title 'AMENDED AND RESTATED CREDIT AGREEMENT' (Cloud Peak Energy Resources LLC and lenders); not a TRA.
0001441849,0001104659-13-009812,a13-4543_3ex10d1.htm,uncertain,2,phrase,,,no,"Centered title 'RECEIVABLES PURCHASE AGREEMENT' (Cloud Peak Energy Receivables LLC and PNC Bank); A/R securitization, not a TRA."
0001441849,0001104659-14-012290,a14-6464_1ex10d1.htm,uncertain,2,phrase,,,,
0001441849,0001104659-14-062137,a14-19281_1ex10d1.htm,uncertain,2,phrase,,,,
0001441849,0001104659-17-005565,a17-3547_1ex10d1.htm,no,2,,,,,
0001441849,0001104659-19-030120,a19-10016_1ex10d1.htm,no,2,,,,,
0001444598,0000950123-09-021018,y01809a3exv10w6.htm,uncertain,2,phrase,,,no,"Centered title 'AGREEMENT AND PLAN OF MERGER' (Emdeon, Sub 1, EBS Acquisition II); TRA only as a parallel agreement."
0001444598,0000950123-09-021018,y01809a3exv10w7.htm,uncertain,2,phrase,,,,
0001444598,0000950123-09-021018,y01809a3exv10w9.htm,uncertain,2,phrase,,,no,Centered title 'REORGANIZATION AGREEMENT' (2009); not a TRA.
0001444598,0000950123-09-025946,y01809a4exv10w24.htm,uncertain,2,phrase,,,,
0001444598,0000950123-09-025946,y01809a4exv10w3.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001444598,0000950123-09-025946,y01809a4exv10w4.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001444598,0000950123-09-025946,y01809a4exv10w5.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001444598,0000950123-09-025946,y01809a4exv10w8.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001444598,0000950123-09-025946,y01809a4exv10w9.htm,uncertain,2,phrase,,,,
0001444598,0000950123-09-035841,y02127exv10w1.htm,uncertain,2,phrase,,,,
0001444598,0000950123-09-035841,y02127exv10w3.htm,uncertain,2,phrase|defined_term_basis_adjustment|defined_term_section_754,,,,
0001444598,0000950123-09-035841,y02127exv10w4.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001444598,0000950123-09-035841,y02127exv10w5.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001444598,0000950123-09-035841,y02127exv10w6.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001444598,0000950123-09-035841,y02127exv10w7.htm,uncertain,2,phrase,,,,
0001444598,0000950123-09-035841,y02127exv10w8.htm,uncertain,2,phrase,,,,
0001444598,0001193125-13-173718,d528235dex101.htm,uncertain,2,phrase,,,no,"Centered title 'AMENDMENT NO. 2' to a Credit Agreement (Beagle Intermediate, Emdeon); TRA only carve-out from debt definitions."
0001444598,0001193125-14-102710,d691102dex1015.htm,uncertain,2,phrase,,,,
0001444598,0001193125-16-503653,d152055dex1016.htm,uncertain,2,phrase,,,,
0001444598,0001193125-16-715948,d257456dex101.htm,uncertain,2,phrase,,,no,Centered title 'AMENDMENT NO. 5' to a Credit Agreement (Change Healthcare entities); not a TRA.
0001445049,0001193125-15-322554,d13208dex10a.htm,uncertain,2,phrase,,,no,Centered title 'AMENDED & RESTATED PLAN SUPPORT AGREEMENT' (Energy Future Holdings Chapter 11 restructuring); not a TRA.
0001456772,0001104659-15-043973,a15-13684_1ex10d1.htm,uncertain,2,phrase,,,,
0001464790,0001464790-25-000011,exhibit1039greatamericanho.htm,no,2,,,,,
0001464963,0001193125-17-373640,d506220dex101.htm,no,2,,,,,
0001464963,0001193125-19-092652,d612175dex101.htm,no,2,,,,,
0001464963,0001193125-20-108085,d915429dex101.htm,no,2,,,,,
0001474299,0001047469-09-010134,a2195356zex-10_1.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001474299,0001047469-09-010134,a2195356zex-10_3.htm,uncertain,2,phrase,,,no,Centered title 'FORM OF EXCHANGE AGREEMENT' governing NBP LLC unit exchanges for Class A Common Stock; not a TRA.
0001474299,0001047469-09-010506,a2195596zex-10_9g.htm,uncertain,2,phrase,,,,
0001474299,0001047469-10-007645,a2198786zex-10_1.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001474299,0001047469-10-007645,a2198786zex-10_3.htm,uncertain,2,phrase,,,,
0001474315,0001193125-09-249412,dex101.htm,uncertain,2,phrase,,,,
0001474315,0001193125-09-249412,dex102.htm,uncertain,2,phrase,,,no,Centered title 'EXCHANGE AGREEMENT' (Imperial Capital Group entities); not a TRA.
0001474315,0001193125-09-249412,dex103.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001474315,0001193125-09-249412,dex105.htm,uncertain,2,phrase,,,,
0001474315,0001193125-09-249412,dex106.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001474315,0001193125-10-014389,dex101.htm,uncertain,2,phrase,,,,
0001474315,0001193125-10-014389,dex102.htm,uncertain,2,phrase,,,,
0001474315,0001193125-10-014389,dex103.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001474315,0001193125-10-014389,dex105.htm,uncertain,2,phrase,,,,
0001474315,0001193125-10-014389,dex106.htm,uncertain,2,phrase|defined_term_basis_adjustment,,,,
0001476719,0000950123-11-048961,w82761exv10w1.htm,uncertain,2,phrase,,,,
0001476719,0000950123-11-048961,w82761exv10w25.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_exchange_basis|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001476719,0000950123-11-099179,c24828exv10w1.htm,uncertain,2,phrase,,,no,Centered title 'EMPLOYMENT AGREEMENT' (Crumbs Bake Shop and an executive); TRA only named as an Ancillary Document.
0001476719,0000950123-11-099179,c24828exv10w5.htm,uncertain,2,phrase,,,,
0001476719,0001144204-13-024860,v343163_ex10-1.htm,uncertain,2,phrase,,,,
0001476719,0001144204-14-003931,v366025_ex10-1.htm,uncertain,2,phrase,,,,
0001478085,0001193125-10-011050,dex1031.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_section_754,,,,
0001478085,0001193125-10-011050,dex1032.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001478085,0001193125-10-033343,dex103.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001478085,0001193125-10-033343,dex104.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_section_754,,,,
0001479426,0001047469-10-002497,a2196980zex-10_1.htm,uncertain,2,phrase,,,,
0001479426,0001047469-10-002497,a2196980zex-10_3.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001479426,0001047469-10-003510,a2197494zex-10_1.htm,uncertain,2,phrase,,,no,Centered title 'THIRD AMENDED AND RESTATED LIMITED LIABILITY COMPANY AGREEMENT' of DynaVox Systems Holdings LLC; not a TRA.
0001479426,0001047469-10-003510,a2197494zex-10_3.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001479426,0001047469-10-004266,a2198285zex-10_1.htm,uncertain,2,phrase,,,,
0001479426,0001047469-10-004266,a2198285zex-10_3.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001483321,0001193125-10-230177,dex104.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001483321,0001193125-10-262879,dex104.htm,yes,2,centered_title|phrase|defined_term_realized_tax_benefit|defined_term_hypothetical_tax_liability|defined_term_exchange_basis|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment,,,,
0001484769,0001493152-25-020163,ex10-2.htm,uncertain,2,phrase|defined_term_hypothetical_tax_liability|defined_term_tax_benefit_schedule|defined_term_early_termination_payment|defined_term_basis_adjustment|defined_term_section_754,,,,
